sample,count,class,species,genus,method,is_full_species,prop_count,aligned_species
CROP_0214,634,Mammalia,Rattus,Rattus,eDNA,FALSE,0.017333771,Rattus_norvegicus
CROP_0301,622,Mammalia,Rattus,Rattus,eDNA,FALSE,0.007031188,Rattus_norvegicus
CROP_0302,1072,Mammalia,Rattus,Rattus,eDNA,FALSE,0.012217917,Rattus_norvegicus
CROP_0304,1543,Mammalia,Rattus,Rattus,eDNA,FALSE,0.013703862,Rattus_norvegicus
CROP_0305,646,Mammalia,Rattus,Rattus,eDNA,FALSE,0.006692289,Rattus_norvegicus
CROP_0306,463,Mammalia,Rattus,Rattus,eDNA,FALSE,0.007972312,Rattus_norvegicus
CROP_0307,267,Mammalia,Rattus,Rattus,eDNA,FALSE,0.004423972,Rattus_norvegicus
CROP_0308,106,Mammalia,Rattus,Rattus,eDNA,FALSE,0.00177924,Rattus_norvegicus
CROP_0309,562,Mammalia,Rattus,Rattus,eDNA,FALSE,0.007172667,Rattus_norvegicus
CROP_0310,144,Mammalia,Rattus,Rattus,eDNA,FALSE,0.002226793,Rattus_norvegicus
CROP_0401,690,Mammalia,Rattus,Rattus,eDNA,FALSE,0.010369235,Rattus_norvegicus
CROP_0402,1100,Mammalia,Rattus,Rattus,eDNA,FALSE,0.018866306,Rattus_norvegicus
CROP_0404,390,Mammalia,Rattus,Rattus,eDNA,FALSE,0.005439786,Rattus_norvegicus
CROP_0405,309,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001966512,Rattus_norvegicus
CROP_0407,180,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001805507,Rattus_norvegicus
CROP_0408,146,Mammalia,Rattus,Rattus,eDNA,FALSE,0.002728207,Rattus_norvegicus
CROP_0409,163,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001720008,Rattus_norvegicus
CROP_0501,590,Mammalia,Rattus,Rattus,eDNA,FALSE,0.018490081,Rattus_norvegicus
CROP_0502,489,Mammalia,Rattus,Rattus,eDNA,FALSE,0.015875077,Rattus_norvegicus
CROP_0503,60,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001765277,Rattus_norvegicus
CROP_0504,184,Mammalia,Rattus,Rattus,eDNA,FALSE,0.007112211,Rattus_norvegicus
CROP_0505,186,Mammalia,Rattus,Rattus,eDNA,FALSE,0.005451029,Rattus_norvegicus
CROP_0506,326,Mammalia,Rattus,Rattus,eDNA,FALSE,0.012090643,Rattus_norvegicus
CROP_0507,60,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001545555,Rattus_norvegicus
CROP_0510,78,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001780212,Rattus_norvegicus
CROP_0601,1650,Mammalia,Rattus,Rattus,eDNA,FALSE,0.06129955,Rattus_norvegicus
CROP_0602,1403,Mammalia,Rattus,Rattus,eDNA,FALSE,0.036434934,Rattus_norvegicus
CROP_0603,425,Mammalia,Rattus,Rattus,eDNA,FALSE,0.012097578,Rattus_norvegicus
CROP_0604,1579,Mammalia,Rattus,Rattus,eDNA,FALSE,0.053481913,Rattus_norvegicus
CROP_0605,1132,Mammalia,Rattus,Rattus,eDNA,FALSE,0.031397348,Rattus_norvegicus
CROP_0606,715,Mammalia,Rattus,Rattus,eDNA,FALSE,0.025422222,Rattus_norvegicus
CROP_0607,1514,Mammalia,Rattus,Rattus,eDNA,FALSE,0.040303474,Rattus_norvegicus
CROP_0608,920,Mammalia,Rattus,Rattus,eDNA,FALSE,0.026991345,Rattus_norvegicus
CROP_0609,1108,Mammalia,Rattus,Rattus,eDNA,FALSE,0.046447286,Rattus_norvegicus
CROP_0610,1226,Mammalia,Rattus,Rattus,eDNA,FALSE,0.039738104,Rattus_norvegicus
CROP_0703,48,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001633542,Rattus_norvegicus
CROP_0803,813,Mammalia,Rattus,Rattus,eDNA,FALSE,0.01314173,Rattus_norvegicus
CROP_0901,1121,Mammalia,Rattus,Rattus,eDNA,FALSE,0.009277728,Rattus_norvegicus
CROP_0902,1939,Mammalia,Rattus,Rattus,eDNA,FALSE,0.021497389,Rattus_norvegicus
CROP_0904,465,Mammalia,Rattus,Rattus,eDNA,FALSE,0.005232539,Rattus_norvegicus
CROP_0905,634,Mammalia,Rattus,Rattus,eDNA,FALSE,0.006776835,Rattus_norvegicus
CROP_0906,328,Mammalia,Rattus,Rattus,eDNA,FALSE,0.004130358,Rattus_norvegicus
CROP_0908,413,Mammalia,Rattus,Rattus,eDNA,FALSE,0.006312765,Rattus_norvegicus
CROP_0909,837,Mammalia,Rattus,Rattus,eDNA,FALSE,0.01321565,Rattus_norvegicus
CROP_0910,189,Mammalia,Rattus,Rattus,eDNA,FALSE,0.003009842,Rattus_norvegicus
CROP_1001,291,Mammalia,Rattus,Rattus,eDNA,FALSE,0.003148328,Rattus_norvegicus
CROP_1002,947,Mammalia,Rattus,Rattus,eDNA,FALSE,0.010636147,Rattus_norvegicus
CROP_1003,116,Mammalia,Rattus,Rattus,eDNA,FALSE,0.002114049,Rattus_norvegicus
CROP_1004,474,Mammalia,Rattus,Rattus,eDNA,FALSE,0.006125931,Rattus_norvegicus
CROP_1005,385,Mammalia,Rattus,Rattus,eDNA,FALSE,0.004473987,Rattus_norvegicus
CROP_1006,594,Mammalia,Rattus,Rattus,eDNA,FALSE,0.006161314,Rattus_norvegicus
CROP_1007,455,Mammalia,Rattus,Rattus,eDNA,FALSE,0.005169456,Rattus_norvegicus
CROP_1009,92,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001381983,Rattus_norvegicus
CROP_1101,136,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001762366,Rattus_norvegicus
CROP_1102,455,Mammalia,Rattus,Rattus,eDNA,FALSE,0.012969244,Rattus_norvegicus
CROP_1103,303,Mammalia,Rattus,Rattus,eDNA,FALSE,0.00400783,Rattus_norvegicus
CROP_1104,2442,Mammalia,Rattus,Rattus,eDNA,FALSE,0.026975973,Rattus_norvegicus
CROP_1105,573,Mammalia,Rattus,Rattus,eDNA,FALSE,0.013153968,Rattus_norvegicus
CROP_1106,1788,Mammalia,Rattus,Rattus,eDNA,FALSE,0.020026433,Rattus_norvegicus
CROP_1107,2976,Mammalia,Rattus,Rattus,eDNA,FALSE,0.031232946,Rattus_norvegicus
CROP_1108,1932,Mammalia,Rattus,Rattus,eDNA,FALSE,0.01974814,Rattus_norvegicus
CROP_1109,2141,Mammalia,Rattus,Rattus,eDNA,FALSE,0.029353698,Rattus_norvegicus
CROP_1110,1124,Mammalia,Rattus,Rattus,eDNA,FALSE,0.015439985,Rattus_norvegicus
CROP_1111,217,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001991355,Rattus_norvegicus
CROP_1112,802,Mammalia,Rattus,Rattus,eDNA,FALSE,0.011574876,Rattus_norvegicus
CROP_1113,721,Mammalia,Rattus,Rattus,eDNA,FALSE,0.008761909,Rattus_norvegicus
CROP_1201,6087,Mammalia,Rattus,Rattus,eDNA,FALSE,0.046068615,Rattus_norvegicus
CROP_1202,2118,Mammalia,Rattus,Rattus,eDNA,FALSE,0.026039169,Rattus_norvegicus
CROP_1203,260,Mammalia,Rattus,Rattus,eDNA,FALSE,0.002519404,Rattus_norvegicus
CROP_1204,658,Mammalia,Rattus,Rattus,eDNA,FALSE,0.010349655,Rattus_norvegicus
CROP_1205,459,Mammalia,Rattus,Rattus,eDNA,FALSE,0.003856365,Rattus_norvegicus
CROP_1206,4008,Mammalia,Rattus,Rattus,eDNA,FALSE,0.033123419,Rattus_norvegicus
CROP_1207,989,Mammalia,Rattus,Rattus,eDNA,FALSE,0.018915921,Rattus_norvegicus
CROP_1208,893,Mammalia,Rattus,Rattus,eDNA,FALSE,0.01710728,Rattus_norvegicus
CROP_1209,1531,Mammalia,Rattus,Rattus,eDNA,FALSE,0.01934742,Rattus_norvegicus
CROP_1210,199,Mammalia,Rattus,Rattus,eDNA,FALSE,0.003404212,Rattus_norvegicus
CROP_1302,112,Mammalia,Rattus,Rattus,eDNA,FALSE,0.001989307,Rattus_norvegicus
CROP_1306,307,Mammalia,Rattus,Rattus,eDNA,FALSE,0.008824375,Rattus_norvegicus
CROP_0103,1,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.166666667,Rattus_norvegicus
CROP_0203,2,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.181818182,Rattus_norvegicus
CROP_0303,149,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.560150376,Rattus_norvegicus
CROP_0304,1,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.007874016,Rattus_norvegicus
CROP_0305,1,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.027027027,Rattus_norvegicus
CROP_0401,2,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.08,Rattus_norvegicus
CROP_0403,59,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.578431373,Rattus_norvegicus
CROP_0407,1,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.018518519,Rattus_norvegicus
CROP_0408,1,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.066666667,Rattus_norvegicus
CROP_0410,8,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.235294118,Rattus_norvegicus
CROP_0503,27,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.228813559,Rattus_norvegicus
CROP_0603,14,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.118644068,Rattus_norvegicus
CROP_0703,22,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.107843137,Rattus_norvegicus
CROP_1009,1,Mammalia,Rattus_norvegicus,Rattus,camera,TRUE,0.333333333,Rattus_norvegicus
CROP_0407,143,Aves,Regulus,Regulus,eDNA,FALSE,0.001434375,Regulus
CROP_0504,74,Aves,Regulus,Regulus,eDNA,FALSE,0.002860346,Regulus
CROP_0505,82,Aves,Regulus,Regulus,eDNA,FALSE,0.002403142,Regulus
CROP_0804,522,Aves,Regulus,Regulus,eDNA,FALSE,0.013379127,Regulus
CROP_0101,596,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.024748775,Salmo
CROP_0102,337,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.013614511,Salmo
CROP_0103,697,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.058759063,Salmo
CROP_0104,993,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.037081295,Salmo
CROP_0105,960,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.034483997,Salmo
CROP_0106,926,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.038649359,Salmo
CROP_0107,2805,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.108142494,Salmo
CROP_0108,889,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.03566557,Salmo
CROP_0109,1332,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.032556093,Salmo
CROP_0110,1628,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.04477694,Salmo
CROP_0201,1682,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.0412781,Salmo
CROP_0202,1018,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.035386541,Salmo
CROP_0203,496,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.012257809,Salmo
CROP_0204,285,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.018298555,Salmo
CROP_0205,3229,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.061591577,Salmo
CROP_0206,3191,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.052290045,Salmo
CROP_0207,2030,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.054909386,Salmo
CROP_0208,1206,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.047624689,Salmo
CROP_0209,3236,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.054242516,Salmo
CROP_0210,1597,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.040615463,Salmo
CROP_0211,3766,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.077515231,Salmo
CROP_0212,2442,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.045671324,Salmo
CROP_0213,2733,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.091392456,Salmo
CROP_0214,1774,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.04850175,Salmo
CROP_0301,7939,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.089743735,Salmo
CROP_0302,10738,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.122384317,Salmo
CROP_0303,1300,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.012558566,Salmo
CROP_0304,7184,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.063803332,Salmo
CROP_0305,4308,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.044629075,Salmo
CROP_0306,3102,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.053412769,Salmo
CROP_0307,4206,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.069689991,Salmo
CROP_0308,3786,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.06354908,Salmo
CROP_0309,4164,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.053144104,Salmo
CROP_0310,4205,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.065025438,Salmo
CROP_0401,11101,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.166824459,Salmo
CROP_0402,6880,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.118000172,Salmo
CROP_0403,246,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.003021371,Salmo
CROP_0404,9880,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.137807906,Salmo
CROP_0405,5512,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.035079011,Salmo
CROP_0406,3691,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.029869468,Salmo
CROP_0407,6867,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.068880084,Salmo
CROP_0408,4363,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.081528543,Salmo
CROP_0409,7945,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.083837201,Salmo
CROP_0410,1987,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.026755177,Salmo
CROP_0501,10071,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.315616284,Salmo
CROP_0502,9338,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.30315229,Salmo
CROP_0503,1765,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.051928565,Salmo
CROP_0504,8205,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.317150477,Salmo
CROP_0505,7159,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.20980599,Salmo
CROP_0506,5510,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.204354115,Salmo
CROP_0507,6667,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.171736946,Salmo
CROP_0508,9081,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.159755819,Salmo
CROP_0509,8311,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.192660763,Salmo
CROP_0510,7080,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.161588497,Salmo
CROP_0511,3441,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.082585321,Salmo
CROP_0512,4608,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.102687525,Salmo
CROP_0514,3051,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.097657,Salmo
CROP_0601,8045,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.298881748,Salmo
CROP_0602,15565,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.404212221,Salmo
CROP_0603,1632,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.046454698,Salmo
CROP_0604,13809,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.467721176,Salmo
CROP_0605,8084,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.224219227,Salmo
CROP_0606,7095,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.252266667,Salmo
CROP_0607,8734,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.23250366,Salmo
CROP_0608,9117,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.267478363,Salmo
CROP_0609,4372,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.183273947,Salmo
CROP_0610,5852,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.189679761,Salmo
CROP_0701,9650,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.194509393,Salmo
CROP_0702,10964,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.251076303,Salmo
CROP_0703,1168,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.039749524,Salmo
CROP_0704,8574,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.244190021,Salmo
CROP_0705,17127,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.198325575,Salmo
CROP_0706,5687,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.134089409,Salmo
CROP_0707,3908,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.086628835,Salmo
CROP_0708,6372,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.1767398,Salmo
CROP_0709,7428,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.128763846,Salmo
CROP_0710,5191,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.136375578,Salmo
CROP_0801,17759,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.299760313,Salmo
CROP_0802,11706,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.185729925,Salmo
CROP_0803,2761,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.044630156,Salmo
CROP_0804,13845,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.354854419,Salmo
CROP_0805,13678,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.208547426,Salmo
CROP_0806,11954,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.191681098,Salmo
CROP_0807,11252,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.192968616,Salmo
CROP_0808,1562,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.129080241,Salmo
CROP_0809,3859,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.061209276,Salmo
CROP_0810,3796,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.085934847,Salmo
CROP_0811,14941,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.244293656,Salmo
CROP_0812,23518,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.400756595,Salmo
CROP_0813,48042,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.483553426,Salmo
CROP_0814,7279,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.078614552,Salmo
CROP_0901,13560,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.112226572,Salmo
CROP_0902,17955,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.19906427,Salmo
CROP_0903,567,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.008185125,Salmo
CROP_0904,8159,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.091811359,Salmo
CROP_0905,9808,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.104837848,Salmo
CROP_0906,9172,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.115498917,Salmo
CROP_0907,3628,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.037505298,Salmo
CROP_0908,3484,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.053253443,Salmo
CROP_0909,2646,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.041778508,Salmo
CROP_0910,1444,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.022995828,Salmo
CROP_1001,9935,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.107486747,Salmo
CROP_1002,15085,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.16942585,Salmo
CROP_1003,2174,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.0396202,Salmo
CROP_1004,4409,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.056981493,Salmo
CROP_1005,7359,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.085517065,Salmo
CROP_1006,8607,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.089276824,Salmo
CROP_1007,6256,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.071077178,Salmo
CROP_1008,4963,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.063238236,Salmo
CROP_1009,4531,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.06806267,Salmo
CROP_1010,5908,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.069794915,Salmo
CROP_1101,14617,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.189415439,Salmo
CROP_1102,8349,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.237978508,Salmo
CROP_1103,5229,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.069164837,Salmo
CROP_1104,21886,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.241767468,Salmo
CROP_1105,7805,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.179174032,Salmo
CROP_1106,15827,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.177269774,Salmo
CROP_1107,13464,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.141303892,Salmo
CROP_1108,14363,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.146812904,Salmo
CROP_1109,10493,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.14386191,Salmo
CROP_1110,12769,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.17540317,Salmo
CROP_1111,8254,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.075744923,Salmo
CROP_1112,20427,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.294812955,Salmo
CROP_1113,31317,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.38057797,Salmo
CROP_1114,45742,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.377689704,Salmo
CROP_1201,3593,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.027193122,Salmo
CROP_1202,2896,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.035604077,Salmo
CROP_1203,8753,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.084816713,Salmo
CROP_1204,22692,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.356921528,Salmo
CROP_1205,7681,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.064533203,Salmo
CROP_1206,11129,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.091973686,Salmo
CROP_1207,2351,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.044965955,Salmo
CROP_1208,1788,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.034252874,Salmo
CROP_1209,4203,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.053113785,Salmo
CROP_1210,4352,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.074447885,Salmo
CROP_1301,5827,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.155914698,Salmo
CROP_1302,18320,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.325393865,Salmo
CROP_1303,286,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.003080469,Salmo
CROP_1304,14158,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.222529588,Salmo
CROP_1305,24020,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.242817573,Salmo
CROP_1306,5192,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.149238287,Salmo
CROP_1307,6013,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.050616608,Salmo
CROP_1308,4521,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.133769269,Salmo
CROP_1309,4310,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.068550888,Salmo
CROP_1310,3907,Actinopteri,Salmo,Salmo,eDNA,FALSE,0.086409377,Salmo
CROP_0102,91,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003676322,Sciurus_carolinensis
CROP_0104,182,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00679637,Sciurus_carolinensis
CROP_0105,76,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002729983,Sciurus_carolinensis
CROP_0106,107,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004465963,Sciurus_carolinensis
CROP_0107,96,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003701133,Sciurus_carolinensis
CROP_0109,63,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001539815,Sciurus_carolinensis
CROP_0110,100,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002750426,Sciurus_carolinensis
CROP_0201,170,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004171984,Sciurus_carolinensis
CROP_0202,118,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00410178,Sciurus_carolinensis
CROP_0204,25,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001605136,Sciurus_carolinensis
CROP_0206,171,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00280213,Sciurus_carolinensis
CROP_0207,85,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002299161,Sciurus_carolinensis
CROP_0208,82,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003238163,Sciurus_carolinensis
CROP_0209,489,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.008196721,Sciurus_carolinensis
CROP_0210,57,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001449644,Sciurus_carolinensis
CROP_0211,52,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001070311,Sciurus_carolinensis
CROP_0212,221,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004133236,Sciurus_carolinensis
CROP_0213,81,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002708668,Sciurus_carolinensis
CROP_0214,163,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004456474,Sciurus_carolinensis
CROP_0302,275,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00313426,Sciurus_carolinensis
CROP_0304,200,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001776262,Sciurus_carolinensis
CROP_0305,225,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002330906,Sciurus_carolinensis
CROP_0309,197,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002514262,Sciurus_carolinensis
CROP_0401,1220,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.01833401,Sciurus_carolinensis
CROP_0402,1434,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.024594803,Sciurus_carolinensis
CROP_0405,751,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004779452,Sciurus_carolinensis
CROP_0406,496,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004013887,Sciurus_carolinensis
CROP_0407,356,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003570891,Sciurus_carolinensis
CROP_0408,834,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.015584416,Sciurus_carolinensis
CROP_0409,371,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003914865,Sciurus_carolinensis
CROP_0410,76,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001023349,Sciurus_carolinensis
CROP_0501,427,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.013381805,Sciurus_carolinensis
CROP_0502,234,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.007596663,Sciurus_carolinensis
CROP_0504,289,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.011170809,Sciurus_carolinensis
CROP_0505,172,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.005040736,Sciurus_carolinensis
CROP_0506,263,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.009754107,Sciurus_carolinensis
